INSTANCE_DATE,PROCEDURE_EN,IS_FREE_HOLD_EN,AREA_EN,PROP_SB_TYPE_EN,TRANS_VALUE,ACTUAL_AREA,ROOMS_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PROJECT_EN,price_per_sqm,size_category,value_band
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1120000.0,63.67,1 B/R,Dubai Internet City,Marina Mall,Sports City Swimming Academy,Binghatti Corner,17590.7,Mid-Size,Mid-Market
2026-01-02,Sale,Free Hold,AL FURJAN,Hotel Apartment,1539450.0,84.56,2 B/R,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Plaza Hotel Apartments,18205.42,Mid-Size,High-End
2026-01-09,Sale,Free Hold,INTERNATIONAL CITY PH 1,Shop,450000.0,39.0,,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,,11538.46,Compact,Entry
2026-03-05,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,255395.0,45.0,Studio,Rashidiya Metro Station,City Centre Mirdif,,,5675.44,Compact,Entry
2026-03-05,Sale,Free Hold,LA MER,Flat,2225000.0,101.27,1 B/R,Trade Centre Metro Station,Dubai Mall,Burj Khalifa,LA RIVE,21970.97,Spacious,High-End
2026-03-05,Sale,Free Hold,DUBAI MARINA,Flat,2000000.0,128.59,2 B/R,Mina Seyahi,Marina Mall,Burj Al Arab,SULAFA TOWER,15553.31,Premium,High-End
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,980000.0,96.76,2 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,DANA TOWER,10128.15,Spacious,Mid-Market
2026-03-05,Sale,Free Hold,MOTOR CITY,Flat,891540.0,92.03,1 B/R,Dubai Internet City,Mall of the Emirates,Motor City,CASA FLORES AND EDEN APARTMENTS,9687.49,Spacious,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1050000.0,75.63,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,SANDOVAL GARDENS,13883.38,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI MARINA,Flat,2450000.0,114.02,2 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,Continental Tower,21487.46,Spacious,High-End
2026-01-08,Sale,Free Hold,BUSINESS BAY,Office,2210400.0,101.87,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,CITADEL TOWER,21698.24,Spacious,High-End
2026-03-05,Sale,Free Hold,SOBHA HEARTLAND,Flat,1300000.0,57.26,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Sobha Creek Vistas,22703.46,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI MARINA,Flat,2450000.0,74.69,1 B/R,Marina Mall Metro Station,Marina Mall,Burj Al Arab,DUBAI MARINA MALL,32802.25,Mid-Size,High-End
2026-03-05,Sale,Free Hold,DUBAI MARINA,Flat,2025000.0,79.59,1 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,BAY CENTRAL WEST & CENTRAL TOWERS,25442.89,Mid-Size,High-End
2026-03-05,Sale,Free Hold,DAMAC HILLS,Flat,1200000.0,74.0,1 B/R,,,Motor City,DAMAC HILLS - LORETO,16216.22,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,MEYDAN AVENUE,Flat,1345000.0,91.42,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,Prime Views,14712.32,Spacious,Mid-Market
2026-03-05,Sale,Free Hold,Um Suqaim Third,Flat,10420000.0,222.31,4 B/R,,,,Jadeel -Madinat Jumeirah Living,46871.49,Premium,Ultra-Premium
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1352241.0,83.34,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,,16225.59,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1386331.08,83.34,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,,16634.64,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI SPORTS CITY,Flat,475000.0,35.3,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,GIOVANNI BOUTIQUE,13456.09,Compact,Entry
2026-01-08,Sale,Free Hold,MEYDAN ONE,Flat,1030000.0,54.73,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 30,18819.66,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI SPORTS CITY,Flat,490000.0,40.35,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,ELITE 3 SPORTS RESIDENCE,12143.74,Compact,Entry
2026-03-05,Sale,Free Hold,MOTOR CITY,Flat,1781000.0,157.55,2 B/R,Dubai Internet City,Mall of the Emirates,Motor City,OIA Residence,11304.35,Premium,High-End
2026-03-05,Sale,Free Hold,DUBAI SOUTH,Flat,790000.0,61.82,1 B/R,,,Expo 2020 Site,MAG 5 BOULEVARD,12779.04,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI WATER CANAL,Flat,2860000.0,92.96,1 B/R,Business Bay Metro Station,Dubai Mall,Burj Khalifa,Canal Front Residences-CF7 & CF8 & CF9,30765.92,Spacious,High-End
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,2600000.0,148.51,2 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Phantom,17507.24,Premium,High-End
2026-03-05,Sale,Free Hold,DUBAI HILLS,Flat,1725000.0,66.48,1 B/R,Noor Bank Metro Station,Mall of the Emirates,IMG World Adventures,Golf Suites - Dubai Hills,25947.65,Mid-Size,High-End
2026-03-05,Sale,Free Hold,AL FURJAN,Flat,1475000.0,83.21,1 B/R,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Sports City Swimming Academy,AVENUE RESIDENCE 4,17726.23,Mid-Size,High-End
2026-03-05,Sale,Free Hold,PALM JUMEIRAH,Flat,3520000.0,106.17,1 B/R,Knowledge Village,Marina Mall,Burj Al Arab,AZURE RESIDENCE,33154.38,Spacious,High-End
2026-03-05,Sale,Free Hold,MAJAN,Flat,930000.0,83.17,1 B/R,,,IMG World Adventures,Paradise View 1,11181.92,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI MARINA,Flat,1550000.0,101.94,1 B/R,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,,15205.02,Spacious,High-End
2026-03-05,Sale,Free Hold,MAJAN,Flat,1138838.0,79.55,1 B/R,,,IMG World Adventures,,14316.0,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI HILLS,Flat,4000000.0,132.47,3 B/R,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,Park Field,30195.52,Premium,Ultra-Premium
2026-03-11,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,1180000.0,100.21,2 B/R,Rashidiya Metro Station,City Centre Mirdif,,Tabeer 1,11775.27,Spacious,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,760000.0,60.65,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,HANOVER SQUARE,12530.92,Mid-Size,Mid-Market
2026-01-08,Sale,Free Hold,PALM JUMEIRAH,Hotel Apartment,2075000.0,84.64,1 B/R,Al Sufouh,Mall of the Emirates,Burj Al Arab,Azizi Mina,24515.6,Mid-Size,High-End
2026-03-10,Sale,Free Hold,DUBAI SOUTH,Flat,1250379.0,107.24,2 B/R,,,Expo 2020 Site,,11659.63,Spacious,Mid-Market
2026-03-05,Sale,Free Hold,ARJAN,Flat,785000.0,37.73,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,BEVERLY BOULEVARD,20805.72,Compact,Mid-Market
2026-03-05,Sale,Free Hold,LIWAN,Flat,800000.0,83.07,1 B/R,,,IMG World Adventures,QPOINT LIWAN-PLOT R008 A&B,9630.43,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1700000.0,102.67,2 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,AURA by Grovy,16557.9,Spacious,High-End
2026-03-05,Sale,Free Hold,LA MER,Flat,2400000.0,72.49,1 B/R,Trade Centre Metro Station,Dubai Mall,Burj Khalifa,Port de La Mer - La Cote,33108.01,Mid-Size,High-End
2026-03-05,Sale,Free Hold,Madinat Hind 4,Hotel Apartment,700000.0,69.66,1 B/R,,,,DAMAC HILLS (2) - VIRIDIS,10048.81,Mid-Size,Mid-Market
2026-03-17,Sale,Free Hold,DUBAI SOUTH,Flat,428000.0,79.36,2 B/R,,,Expo 2020 Site,,5393.15,Mid-Size,Entry
2026-03-05,Sale,Free Hold,ARJAN,Flat,625000.0,44.62,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Vincitore Boulevard,14007.17,Compact,Entry
2026-03-05,Sale,Free Hold,DISCOVERY GARDENS,Flat,790000.0,77.57,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10184.35,Mid-Size,Mid-Market
2026-03-16,Sale,Free Hold,DUBAI SOUTH,Flat,588000.0,107.15,2 B/R,,,Expo 2020 Site,,5487.63,Spacious,Entry
2026-03-05,Sale,Free Hold,DUBAI SOUTH,Flat,905000.0,85.92,2 B/R,,,Expo 2020 Site,Kappa Acca 3,10533.05,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,1650000.0,221.44,3 B/R,Rashidiya Metro Station,City Centre Mirdif,,,7451.23,Premium,High-End
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1400000.0,73.54,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,BELGRAVIA HEIGHTS II,19037.26,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,MOTOR CITY,Flat,1000000.0,145.49,1 B/R,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,6873.32,Premium,Mid-Market
2026-03-05,Sale,Free Hold,INTERNATIONAL CITY PH 1,Shop,820000.0,49.7,Shop,Rashidiya Metro Station,City Centre Mirdif,,,16498.99,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,Al Kifaf,Flat,3100000.0,144.36,2 B/R,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,Park Gate Residences,21474.09,Premium,High-End
2026-03-05,Sale,Free Hold,INTERNATIONAL CITY PH 1,Flat,1550000.0,220.86,3 B/R,Rashidiya Metro Station,City Centre Mirdif,,,7018.02,Premium,High-End
2026-03-05,Sale,Free Hold,BURJ KHALIFA,Flat,2100000.0,78.24,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,CLAREN 1,26840.49,Mid-Size,High-End
2026-03-05,Sale,Free Hold,BURJ KHALIFA,Hotel Apartment,7200000.0,124.11,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,The Address Residence-Fountain Views,58013.05,Spacious,Ultra-Premium
2026-03-05,Sale,Free Hold,DUBAI PRODUCTION CITY,Flat,400000.0,33.68,Studio,Damac Properties,Marina Mall,Sports City Swimming Academy,LAKESIDE,11876.48,Compact,Entry
2026-03-07,Sale,Free Hold,DUBAI SOUTH,Flat,442965.2,84.28,2 B/R,,,Expo 2020 Site,,5255.88,Mid-Size,Entry
2026-03-05,Sale,Free Hold,ARJAN,Flat,810000.0,38.22,Studio,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,Oxford Gardens,21193.09,Compact,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI MARINA,Flat,2130000.0,79.59,1 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,BAY CENTRAL WEST & CENTRAL TOWERS,26762.16,Mid-Size,High-End
2026-01-08,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1538461.0,72.67,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Aurora,21170.51,Mid-Size,High-End
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,590000.0,41.97,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,TOWER 108,14057.66,Compact,Entry
2026-03-05,Sale,Free Hold,ARJAN,Flat,2110000.0,187.03,3 B/R,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,SIRAJ TOWER,11281.61,Premium,High-End
2026-03-05,Sale,Free Hold,PALM JUMEIRAH,Flat,9000000.0,435.53,3 B/R,Palm Jumeirah,Marina Mall,Burj Al Arab,GOLDEN MILE,20664.48,Premium,Ultra-Premium
2026-03-05,Sale,Free Hold,DISCOVERY GARDENS,Flat,675000.0,48.96,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,13786.76,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DISCOVERY GARDENS,Flat,675000.0,43.26,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,15603.33,Compact,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,721000.0,38.6,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,SIGNATURE LIVINGS,18678.76,Compact,Mid-Market
2026-01-08,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1516060.0,81.84,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Luma Park Views,18524.68,Mid-Size,High-End
2026-03-05,Sale,Free Hold,DISCOVERY GARDENS,Flat,675000.0,46.38,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,14553.69,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,ARJAN,Flat,979000.0,79.71,1 B/R,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,SIRAJ TOWER,12282.02,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,BURJ KHALIFA,Flat,1400000.0,83.8,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,BURJ VIEWS,16706.44,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,726000.0,37.04,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,SIGNATURE LIVINGS,19600.43,Compact,Mid-Market
2026-03-05,Sale,Free Hold,Marsa Dubai,Flat,4750000.0,207.06,3 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,,22940.21,Premium,Ultra-Premium
2026-03-05,Sale,Free Hold,DISCOVERY GARDENS,Flat,700000.0,80.0,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,8750.0,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,LIWAN,Flat,991000.0,88.56,1 B/R,,,IMG World Adventures,,11190.15,Spacious,Mid-Market
2026-01-06,Sale,Free Hold,ARJAN,Flat,950000.0,78.22,1 B/R,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Jewelz Residence,12145.23,Mid-Size,Mid-Market
2026-01-08,Sale,Free Hold,INTERNATIONAL CITY PH 2 & 3,Flat,985000.0,73.66,1 B/R,Rashidiya Metro Station,City Centre Mirdif,,Glorious Central Residences,13372.25,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI MARINA,Flat,2850000.0,125.14,2 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,PARK ISLANDS,22774.49,Premium,High-End
2026-03-05,Sale,Free Hold,MOTOR CITY,Flat,1650000.0,134.9,2 B/R,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,12231.28,Premium,High-End
2026-03-05,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,2450000.0,107.22,2 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - Orchid,22850.21,Spacious,High-End
2026-03-05,Sale,Free Hold,AL FURJAN,Hotel Apartment,550000.0,31.37,Studio,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Azizi Star Hotel Apartments,17532.67,Compact,Entry
2026-03-05,Sale,Free Hold,MEYDAN ONE,Flat,1100000.0,56.3,1 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 4,19538.19,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Office,1313793.0,64.24,,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Azure,20451.32,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,LIWAN,Flat,896000.0,78.54,1 B/R,,,IMG World Adventures,,11408.2,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,TOWN SQUARE,Flat,1150000.0,87.33,2 B/R,,,Dubai Cycling Course,TOWN SQUARE ZAHRA,13168.44,Mid-Size,Mid-Market
2026-01-08,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,2550000.0,102.26,2 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Palace Residences - North,24936.44,Spacious,High-End
2026-03-05,Sale,Free Hold,PALM JUMEIRAH,Flat,40000000.0,732.85,4 B/R,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,W Residences Dubai - The Palm,54581.43,Premium,Ultra-Premium
2026-03-05,Sale,Free Hold,DUBAI SPORTS CITY,Flat,875000.0,82.2,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,THE MEDALIST,10644.77,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,BURJ KHALIFA,Flat,5500000.0,172.06,3 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,ACT ONE | ACT TWO,31965.59,Premium,Ultra-Premium
2026-03-05,Sale,Free Hold,DUBAI WATER FRONT,Flat,1000000.0,130.87,3 B/R,UAE Exchange Metro Station,,Dubai Parks and Resorts,BADRA PHASE 1,7641.17,Premium,Mid-Market
2026-03-05,Sale,Free Hold,BUSINESS BAY,Flat,2150000.0,62.82,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,Peninsula Three,34224.77,Mid-Size,High-End
2026-03-05,Sale,Free Hold,DUBAI HILLS,Flat,1239239.0,77.7,1 B/R,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Global Village,,15949.02,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,MBR DISTRICT 1,Flat,4240000.0,178.61,3 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 6",23738.87,Premium,Ultra-Premium
2026-03-05,Sale,Free Hold,ARJAN,Shop,825000.0,57.61,Shop,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,14320.43,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,BURJ KHALIFA,Flat,4750000.0,161.6,2 B/R,Business Bay Metro Station,Dubai Mall,Burj Khalifa,BLVD HEIGHTS,29393.56,Premium,Ultra-Premium
2026-01-08,Sale,Free Hold,DISCOVERY GARDENS,Flat,485000.0,42.93,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,11297.46,Compact,Entry
2026-03-06,Sale,Free Hold,LIWAN,Flat,850373.0,74.56,1 B/R,,,IMG World Adventures,,11405.22,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Office,1120323.0,56.26,,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Azure,19913.31,Mid-Size,Mid-Market
2026-03-06,Sale,Free Hold,DISCOVERY GARDENS,Flat,745000.0,74.25,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,10033.67,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,ARJAN,Shop,825000.0,58.15,Shop,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,14187.45,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,ARJAN,Shop,1000000.0,72.87,Shop,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,13723.07,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI PRODUCTION CITY,Flat,600000.0,39.66,Studio,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,MIDTOWN - AFNAN,15128.59,Compact,Entry
2026-03-07,Sale,Free Hold,DUBAI SOUTH,Flat,484000.0,91.2,2 B/R,,,Expo 2020 Site,,5307.02,Spacious,Entry
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,950000.0,69.24,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,BLOOM HEIGHTS,13720.39,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,THE GREENS,Office,5250000.0,113.24,Office,Dubai Internet City,Marina Mall,Burj Al Arab,THE ONYX,46361.71,Spacious,Ultra-Premium
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1350000.0,72.45,1 B/R,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,BELGRAVIA SQUARE,18633.54,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,MAJAN,Flat,1130000.0,67.93,1 B/R,,,IMG World Adventures,THE HAVEN,16634.77,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,BUSINESS BAY,Flat,1050000.0,63.96,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,EXECUTIVE BAY B,16416.51,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,BUSINESS BAY,Hotel Rooms,830000.0,44.86,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,DAMAC TOWERS BY PARAMOUNT,18502.01,Compact,Mid-Market
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,1050000.0,69.29,1 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Azure,15153.7,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI LAND RESIDENCE COMPLEX,Flat,450000.0,36.64,Studio,,,IMG World Adventures,Time 1,12281.66,Compact,Entry
2026-03-06,Sale,Free Hold,SUFOUH GARDENS,Flat,1350000.0,76.07,1 B/R,Dubai Internet City,Mall of the Emirates,Burj Al Arab,J8,17746.81,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI HARBOUR,Flat,1112500.0,79.94,1 B/R,,,,MARINA VISTA,13916.69,Mid-Size,Mid-Market
2026-01-08,Sale,Free Hold,DUBAI PRODUCTION CITY,Flat,415000.0,33.93,Studio,Damac Properties,Marina Mall,Sports City Swimming Academy,LAKESIDE,12231.06,Compact,Entry
2026-03-05,Sale,Free Hold,LIWAN,Flat,545000.0,63.91,1 B/R,,,IMG World Adventures,QPOINT LIWAN-PLOT R017,8527.62,Mid-Size,Entry
2026-03-05,Sale,Free Hold,BUSINESS BAY,Flat,2450000.0,123.9,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,THE RESIDENCE AT BUSINESS CENTRAL,19774.01,Spacious,High-End
2026-03-05,Sale,Free Hold,THE GREENS,Flat,1350000.0,68.7,1 B/R,Dubai Internet City,Marina Mall,Burj Al Arab,,19650.66,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,BUSINESS BAY,Flat,2400000.0,123.63,2 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,AL HABTOOR CITY,19412.76,Spacious,High-End
2026-03-05,Sale,Non Free Hold,SILICON OASIS,Flat,1340000.0,121.09,2 B/R,,,IMG World Adventures,ARABIAN GATE,11066.15,Spacious,Mid-Market
2026-03-05,Sale,Non Free Hold,SILICON OASIS,Flat,820000.0,80.42,1 B/R,,,IMG World Adventures,LYNX,10196.47,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,MOTOR CITY,Flat,695000.0,61.41,1 B/R,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,11317.38,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,BURJ KHALIFA,Flat,4000000.0,141.89,2 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,DT 1,28190.85,Premium,Ultra-Premium
2026-03-05,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,3250000.0,109.74,2 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - VIDA Residences,29615.45,Spacious,High-End
2026-01-08,Sale,Free Hold,DISCOVERY GARDENS,Flat,2000000.0,86.47,1 B/R,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,23129.41,Mid-Size,High-End
2026-03-05,Sale,Free Hold,JUMEIRAH LAKES TOWERS,Flat,1525000.0,108.14,2 B/R,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,,14102.09,Spacious,High-End
2026-03-05,Sale,Free Hold,DUBAI CREEK HARBOUR,Flat,1750000.0,66.91,1 B/R,Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Gate,26154.54,Mid-Size,High-End
2026-03-05,Sale,Free Hold,DUBAI HILLS,Flat,2810000.0,93.04,2 B/R,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,Park Horizon,30202.06,Spacious,High-End
2026-03-05,Sale,Free Hold,DUBAI SOUTH,Flat,650000.0,59.45,1 B/R,,,Expo 2020 Site,The Pulse Residence,10933.56,Mid-Size,Mid-Market
2026-03-05,Sale,Free Hold,PALM JUMEIRAH,Flat,2700000.0,121.13,1 B/R,Palm Jumeirah,Marina Mall,Burj Al Arab,GOLDEN MILE,22290.1,Spacious,High-End
2026-03-11,Sale,Free Hold,LIWAN,Flat,983000.0,88.24,1 B/R,,,IMG World Adventures,,11140.07,Spacious,Mid-Market
2026-03-05,Sale,Free Hold,DUBAI LAND RESIDENCE COMPLEX,Flat,1187000.0,107.69,2 B/R,,,IMG World Adventures,DURAR1,11022.38,Spacious,Mid-Market
2026-01-08,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,445000.0,40.81,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,GHALIA,10904.19,Compact,Entry
2026-03-05,Sale,Free Hold,JUMEIRAH VILLAGE CIRCLE,Flat,2010000.0,142.57,2 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Hadley Heights,14098.34,Premium,High-End
2026-03-05,Sale,Free Hold,BUSINESS BAY,Flat,3900000.0,214.31,2 B/R,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,TERRACES MARASI DRIVE,18197.94,Premium,Ultra-Premium
2026-03-06,Sale,Free Hold,DUBAI MARINA,Flat,2125000.0,88.35,1 B/R,Marina Towers,Marina Mall,Burj Al Arab,DAMAC HEIGHTS,24052.07,Spacious,High-End
2026-03-06,Sale,Free Hold,BUSINESS BAY,Flat,1880000.0,60.38,1 B/R,Business Bay Metro Station,Dubai Mall,Downtown Dubai,Peninsula Three,31136.14,Mid-Size,High-End
2026-03-16,Sale,Free Hold,MOTOR CITY,Flat,1414707.0,111.66,2 B/R,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,,12669.77,Spacious,Mid-Market
2026-01-08,Sale,Free Hold,DUBAI MARINA,Flat,2100000.0,89.0,1 B/R,Jumeirah Beach Residency,Marina Mall,Burj Al Arab,,23595.51,Spacious,High-End
